customer_id,campaign_id,channel_type,touchpoint_id,interaction_timestamp,consumer_stage,session_duration_sec,clicks,impressions,engagement_score,sentiment_score,content_embedding_1,content_embedding_2,device_type,prior_purchase_count,customer_lifetime_value,marketing_cost,conversion_flag,conversion_value,attribution_weight,cross_channel_influence,perceived_value_score,roi,effectiveness_score
C195,CMP14,Social,TP417,2024-06-21 21:22:00,Consideration,930,5,62,0.32,-0.18,0.868,0.176,Tablet,5,390.69,8.34,0,0.0,0.96,0.98,0.53,-1.0,0.01
C401,CMP01,Social,TP418,2024-04-15 23:06:00,Retention,428,5,109,0.03,-0.53,0.572,0.821,Tablet,8,542.59,2.92,1,119.66,0.03,0.25,1.0,67.81,0.12
C128,CMP14,Email,TP419,2024-06-26 02:58:00,Awareness,197,7,87,0.27,0.73,0.42,0.087,Desktop,3,1380.77,7.62,0,0.0,0.37,0.18,0.85,-1.0,0.04
C033,CMP16,Email,TP420,2024-04-07 19:33:00,Consideration,406,10,153,0.22,-0.68,0.058,0.942,Mobile,2,3831.1,2.42,1,183.52,0.04,0.45,0.17,50.5,0.24
C176,CMP14,Web,TP421,2024-06-21 11:43:00,Retention,636,4,64,0.05,0.26,0.947,1.0,Tablet,4,2598.96,5.68,1,485.92,0.5,1.0,0.88,71.21,0.06
C460,CMP03,Email,TP422,2024-03-30 16:58:00,Retention,1040,8,188,0.49,0.85,0.952,0.886,Mobile,8,2332.39,4.62,0,0.0,0.4,0.09,0.45,-1.0,0.33
C443,CMP03,Social,TP423,2024-03-10 02:19:00,Conversion,618,10,57,0.47,0.35,0.019,0.739,Desktop,0,2962.29,5.79,1,310.63,0.72,0.71,0.27,41.01,0.13
C371,CMP09,Email,TP424,2024-03-18 12:43:00,Consideration,77,4,113,0.08,-0.61,0.357,0.487,Tablet,4,4462.09,1.79,1,293.99,0.95,0.85,0.64,89.02,0.92
C470,CMP06,In-Store,TP425,2024-05-30 16:35:00,Conversion,1054,1,70,0.26,-0.7,0.88,0.082,Tablet,10,543.11,3.93,0,0.0,0.52,1.0,0.22,-1.0,0.94
C375,CMP13,Email,TP426,2024-05-02 22:31:00,Consideration,1160,5,180,0.95,-0.5,0.081,0.73,Mobile,3,3504.15,6.84,0,0.0,0.29,0.62,0.88,-1.0,0.6
C022,CMP02,Social,TP427,2024-03-10 10:37:00,Retention,202,8,184,0.11,-0.22,0.197,0.397,Tablet,4,4641.28,5.81,0,0.0,0.87,0.38,0.62,-1.0,0.81
C238,CMP08,Web,TP428,2024-05-09 08:46:00,Conversion,535,2,191,0.31,-0.68,0.979,0.57,Mobile,6,1145.42,5.72,0,0.0,0.6,0.17,0.14,-1.0,0.68
C158,CMP02,Mobile,TP429,2024-04-03 03:36:00,Awareness,1183,9,196,0.04,0.6,0.847,0.293,Tablet,6,4205.08,5.35,0,0.0,0.55,0.98,0.57,-1.0,0.81
C038,CMP04,Email,TP430,2024-03-17 07:39:00,Retention,427,3,20,0.15,-0.29,0.912,0.242,Desktop,6,3520.32,9.47,0,0.0,0.19,0.92,0.51,-1.0,0.64
C230,CMP15,Social,TP431,2024-04-23 11:20:00,Consideration,323,9,54,0.7,0.87,0.142,0.324,Desktop,0,170.9,9.38,0,0.0,0.04,0.8,0.47,-1.0,0.43
C365,CMP04,Mobile,TP432,2024-04-09 18:02:00,Consideration,581,10,1,0.37,0.68,0.211,0.814,Mobile,8,1234.9,3.92,0,0.0,0.46,0.94,0.36,-1.0,0.87
C051,CMP13,Mobile,TP433,2024-05-21 20:50:00,Conversion,879,7,90,0.45,0.82,0.605,0.426,Tablet,6,3068.64,3.84,1,386.59,0.53,0.06,0.47,80.22,0.44
C438,CMP12,In-Store,TP434,2024-05-03 18:46:00,Conversion,1069,5,138,0.16,-0.41,0.502,0.312,Tablet,3,2561.76,5.77,0,0.0,0.13,0.63,0.59,-1.0,0.4
C264,CMP13,Mobile,TP435,2024-03-06 15:07:00,Consideration,914,6,151,0.68,0.15,0.299,0.433,Mobile,3,2686.89,1.41,1,75.72,0.06,0.27,0.73,67.58,0.62
C283,CMP14,Social,TP436,2024-06-20 17:51:00,Retention,1033,6,179,0.75,-0.36,0.884,0.032,Desktop,1,1236.46,3.38,1,312.88,0.22,0.77,0.92,26.38,0.94
C027,CMP18,Social,TP437,2024-04-17 10:38:00,Conversion,163,3,113,0.18,-0.49,0.901,0.891,Desktop,5,3407.52,2.69,1,276.28,0.06,0.1,0.04,96.96,0.44
C226,CMP06,Email,TP438,2024-04-18 16:11:00,Awareness,800,5,152,0.04,0.21,0.292,0.552,Desktop,9,1405.45,2.62,0,0.0,0.06,0.26,0.57,-1.0,0.57
C277,CMP11,Email,TP439,2024-06-17 09:06:00,Consideration,537,8,13,0.08,0.64,0.156,0.105,Mobile,2,2008.23,6.57,0,0.0,0.44,0.85,0.75,-1.0,0.49
C286,CMP02,Email,TP440,2024-06-18 22:00:00,Awareness,1119,2,157,0.66,-0.81,0.149,0.288,Desktop,0,1907.69,4.15,1,433.72,0.81,0.75,0.12,48.94,0.91
C097,CMP19,Mobile,TP441,2024-04-18 03:20:00,Consideration,509,7,186,0.14,-0.45,0.484,0.984,Mobile,4,3392.92,2.13,0,0.0,0.66,0.99,0.91,-1.0,0.68
C284,CMP19,Mobile,TP442,2024-04-06 19:23:00,Awareness,892,6,110,0.49,-0.59,0.133,0.593,Desktop,5,542.24,8.93,0,0.0,0.68,0.64,0.24,-1.0,0.42
C367,CMP05,In-Store,TP443,2024-04-24 06:41:00,Retention,488,3,91,0.15,0.6,0.473,0.291,Desktop,10,1107.16,8.8,0,0.0,0.26,0.3,0.83,-1.0,0.61
C448,CMP19,Email,TP444,2024-05-20 06:32:00,Consideration,655,9,95,0.17,0.87,0.462,0.426,Mobile,4,1082.44,8.69,0,0.0,0.01,0.55,0.66,-1.0,0.16
C481,CMP02,Web,TP445,2024-05-10 23:10:00,Retention,188,2,43,0.0,-0.84,0.884,0.258,Tablet,4,631.28,4.21,1,120.84,0.45,0.94,0.56,91.96,0.34
C453,CMP10,In-Store,TP446,2024-05-12 11:34:00,Conversion,190,6,138,0.32,-0.24,0.296,0.032,Tablet,9,1117.22,1.04,0,0.0,0.38,0.65,0.87,-1.0,0.74
C317,CMP02,Web,TP447,2024-05-02 03:35:00,Consideration,969,9,159,0.09,0.83,0.561,0.842,Tablet,10,3074.6,1.51,1,482.35,0.95,0.88,0.97,14.99,0.56
C304,CMP11,Mobile,TP448,2024-05-31 12:22:00,Retention,184,8,74,0.39,-0.31,0.743,0.292,Desktop,7,3687.62,3.12,0,0.0,0.07,0.02,1.0,-1.0,0.31
C147,CMP18,In-Store,TP449,2024-05-22 09:36:00,Awareness,515,9,14,0.6,0.43,0.596,0.838,Desktop,9,3335.49,2.59,1,86.05,0.78,0.37,0.68,21.17,0.36
C004,CMP15,In-Store,TP450,2024-04-08 23:15:00,Retention,461,2,99,0.37,-0.8,0.954,0.479,Tablet,0,2428.42,8.8,1,133.62,0.39,0.94,0.34,23.77,0.81
C035,CMP09,Social,TP451,2024-06-05 11:33:00,Consideration,1080,9,109,0.71,-0.11,0.602,0.183,Desktop,7,356.93,9.87,0,0.0,0.83,0.04,0.87,-1.0,0.54
C192,CMP19,Mobile,TP452,2024-05-10 10:30:00,Retention,1033,8,162,0.74,0.01,0.902,0.802,Desktop,10,4799.13,8.26,0,0.0,0.49,0.52,0.65,-1.0,0.24
C049,CMP09,Mobile,TP453,2024-06-01 12:30:00,Awareness,1065,7,145,0.7,0.52,0.245,0.377,Tablet,6,923.57,7.43,1,317.77,0.82,0.35,0.32,24.82,0.3
C017,CMP03,In-Store,TP454,2024-03-02 06:14:00,Awareness,96,2,149,0.94,-0.42,0.561,0.708,Mobile,0,3375.26,6.09,1,353.85,0.47,0.65,0.93,39.04,0.47
C172,CMP09,Mobile,TP455,2024-04-26 10:33:00,Awareness,571,7,96,0.24,-0.47,0.543,0.837,Tablet,8,4573.16,7.81,0,0.0,0.4,0.16,0.75,-1.0,0.76
C220,CMP14,In-Store,TP456,2024-06-11 03:10:00,Conversion,125,3,195,0.19,-0.39,0.989,0.963,Tablet,3,3519.11,9.5,0,0.0,0.96,0.65,0.45,-1.0,1.0
C158,CMP19,Social,TP457,2024-03-29 01:15:00,Consideration,244,5,58,0.61,0.11,0.205,0.086,Mobile,6,1168.44,6.21,0,0.0,0.37,0.99,0.45,-1.0,0.19
C477,CMP07,In-Store,TP458,2024-04-08 12:36:00,Awareness,223,9,136,0.59,0.75,0.141,0.008,Desktop,2,1647.4,1.97,0,0.0,0.81,0.27,1.0,-1.0,0.75
C046,CMP16,Mobile,TP459,2024-05-20 20:43:00,Conversion,914,1,96,0.51,0.66,0.612,0.548,Tablet,7,248.01,2.06,1,155.84,0.07,0.46,0.37,73.84,0.62
C373,CMP16,Mobile,TP460,2024-03-19 06:37:00,Awareness,68,7,38,0.0,-0.88,0.224,0.264,Tablet,3,3102.52,6.05,0,0.0,0.06,0.03,0.09,-1.0,0.53
C006,CMP01,In-Store,TP461,2024-03-08 12:36:00,Retention,968,8,154,0.56,0.76,0.639,0.469,Desktop,1,3103.67,3.67,0,0.0,0.44,0.43,0.54,-1.0,0.97
C099,CMP04,In-Store,TP462,2024-05-05 08:10:00,Consideration,968,6,64,0.93,-0.81,0.972,0.073,Desktop,1,3654.95,9.15,0,0.0,0.59,0.41,0.88,-1.0,0.32
C380,CMP04,In-Store,TP463,2024-05-27 05:25:00,Retention,235,7,158,0.33,-0.17,0.947,0.502,Mobile,7,153.88,6.31,1,103.95,0.61,0.56,0.58,41.14,0.18
C233,CMP07,Email,TP464,2024-05-10 06:18:00,Conversion,971,6,9,0.97,0.53,0.231,0.125,Desktop,7,4107.42,6.93,0,0.0,0.04,0.26,0.79,-1.0,0.88
C037,CMP08,Mobile,TP465,2024-05-09 10:28:00,Retention,584,10,121,0.36,-0.84,0.171,0.839,Tablet,0,3719.68,0.56,1,450.63,0.7,0.33,0.05,94.68,0.07
C280,CMP17,Mobile,TP466,2024-06-15 06:01:00,Retention,513,9,32,0.14,-0.92,0.561,0.759,Desktop,5,790.34,5.24,0,0.0,0.13,0.61,0.67,-1.0,0.82
C349,CMP05,Email,TP467,2024-03-19 03:57:00,Awareness,800,3,11,0.4,-0.34,0.587,0.074,Desktop,8,1803.37,4.6,1,160.8,0.96,0.91,0.08,90.54,0.59
C497,CMP07,In-Store,TP468,2024-05-09 16:56:00,Retention,278,0,162,0.49,0.46,0.662,0.836,Mobile,8,3228.77,7.21,1,317.53,0.33,0.24,0.56,86.13,0.16
C302,CMP04,Social,TP469,2024-04-06 06:08:00,Awareness,1127,2,105,0.63,0.04,0.741,0.325,Mobile,1,2529.4,4.14,0,0.0,0.26,0.68,0.5,-1.0,0.23
C181,CMP06,In-Store,TP470,2024-03-25 00:00:00,Awareness,402,6,146,0.5,-0.17,0.601,0.353,Tablet,7,663.96,9.78,1,328.72,0.29,0.52,0.95,32.55,0.16
C095,CMP07,In-Store,TP471,2024-06-23 05:17:00,Consideration,908,10,147,0.54,0.63,0.112,0.18,Tablet,7,527.99,6.87,1,238.65,0.94,0.1,0.13,67.16,0.72
C099,CMP18,Email,TP472,2024-03-10 10:32:00,Conversion,864,10,182,0.02,0.53,0.79,0.835,Desktop,3,3929.14,6.77,0,0.0,0.48,0.57,0.01,-1.0,0.15
C188,CMP05,Mobile,TP473,2024-05-04 12:36:00,Conversion,900,6,82,0.25,0.57,0.08,0.405,Tablet,3,864.24,9.23,1,312.65,0.43,0.71,0.14,59.58,0.68
C481,CMP03,In-Store,TP474,2024-05-23 00:51:00,Conversion,731,10,37,0.31,-0.08,0.02,0.049,Tablet,4,943.25,9.95,0,0.0,0.57,0.6,0.17,-1.0,0.13
C116,CMP07,Mobile,TP475,2024-05-06 17:40:00,Awareness,167,2,82,0.99,-0.96,0.77,0.966,Desktop,10,4171.52,2.38,0,0.0,0.93,0.1,0.25,-1.0,0.8
C191,CMP14,Web,TP476,2024-05-17 16:54:00,Conversion,977,0,12,0.3,-0.66,0.548,0.256,Desktop,9,3099.48,8.2,0,0.0,0.31,0.85,0.82,-1.0,0.92
C253,CMP07,Mobile,TP477,2024-06-18 03:36:00,Awareness,486,9,4,0.9,0.48,0.699,0.936,Desktop,6,3063.11,2.04,1,285.25,0.18,0.04,0.38,21.27,0.56
C469,CMP05,Social,TP478,2024-03-26 20:16:00,Consideration,843,8,43,0.3,0.51,0.383,0.301,Mobile,0,2448.79,4.84,1,470.62,0.6,0.24,0.84,37.25,0.97
C416,CMP05,Social,TP479,2024-05-25 01:54:00,Conversion,852,5,155,0.1,0.94,0.011,0.831,Mobile,10,2888.08,1.45,1,141.92,0.49,0.62,0.27,58.01,0.39
C471,CMP02,In-Store,TP480,2024-05-25 04:03:00,Awareness,971,6,51,0.25,-0.62,0.331,0.664,Desktop,8,3048.67,6.42,1,372.29,0.06,0.22,0.86,55.23,0.24
C161,CMP06,Mobile,TP481,2024-04-05 05:51:00,Conversion,473,0,5,0.27,-0.75,0.608,0.861,Mobile,2,4842.35,4.95,0,0.0,0.52,0.1,0.01,-1.0,0.18
C256,CMP15,In-Store,TP482,2024-03-21 12:53:00,Conversion,382,0,134,0.98,-0.72,0.226,0.976,Mobile,10,1192.57,6.47,1,157.41,0.56,0.51,0.93,25.18,0.48
C323,CMP10,Email,TP483,2024-06-09 22:24:00,Consideration,1025,3,87,0.67,-0.63,0.688,0.871,Mobile,3,1151.36,6.94,0,0.0,0.69,0.72,0.75,-1.0,0.13
C128,CMP07,Social,TP484,2024-03-26 22:38:00,Retention,823,6,106,0.93,0.06,0.794,0.404,Tablet,6,380.37,6.38,1,228.1,1.0,0.41,0.41,94.74,0.88
C018,CMP05,In-Store,TP485,2024-05-23 00:13:00,Conversion,440,10,56,0.83,0.95,0.454,0.815,Desktop,4,3325.17,3.29,1,352.26,0.42,0.7,0.58,23.88,0.78
C281,CMP01,Email,TP486,2024-04-25 03:16:00,Consideration,707,10,110,0.58,0.18,0.876,0.712,Desktop,4,2790.31,8.45,1,185.0,0.51,0.86,0.93,69.29,0.56
C490,CMP13,In-Store,TP487,2024-03-21 13:15:00,Conversion,482,7,68,0.68,0.05,0.855,0.062,Tablet,0,645.07,5.74,0,0.0,0.08,0.96,0.58,-1.0,0.72
C223,CMP18,Mobile,TP488,2024-06-18 15:55:00,Conversion,448,9,96,0.62,0.35,0.878,0.93,Mobile,1,1886.24,5.15,0,0.0,0.83,0.23,0.23,-1.0,0.05
C054,CMP13,Mobile,TP489,2024-05-23 07:23:00,Conversion,479,8,44,0.67,-0.85,0.661,0.466,Desktop,4,975.45,9.88,0,0.0,0.1,0.61,0.57,-1.0,0.2
C058,CMP18,Mobile,TP490,2024-03-03 18:32:00,Conversion,1024,0,143,0.26,0.63,0.305,0.134,Mobile,1,1724.26,3.19,0,0.0,0.93,0.27,0.87,-1.0,0.62
C323,CMP05,Mobile,TP491,2024-05-05 14:21:00,Retention,1168,3,90,0.41,0.29,0.481,0.425,Tablet,0,4761.19,5.52,1,192.28,0.35,0.87,0.99,74.86,0.48
C360,CMP13,Web,TP492,2024-05-13 17:21:00,Retention,80,3,42,0.59,-0.66,0.711,0.603,Mobile,9,3448.26,6.98,1,388.34,0.34,0.89,0.58,64.46,0.6
C174,CMP04,Email,TP493,2024-04-15 16:26:00,Conversion,239,2,139,0.04,0.26,0.211,0.573,Tablet,2,137.09,1.69,1,82.64,0.33,0.32,0.16,85.83,0.09
C280,CMP17,Email,TP494,2024-03-13 00:04:00,Conversion,917,6,73,0.48,0.19,0.739,0.575,Tablet,10,1337.29,3.87,1,256.23,0.95,0.65,0.77,60.73,0.65
C114,CMP03,Mobile,TP495,2024-05-29 12:26:00,Consideration,1027,0,11,0.86,-0.87,0.548,0.256,Mobile,0,150.77,8.12,0,0.0,0.98,0.89,1.0,-1.0,0.8
C288,CMP17,Web,TP496,2024-06-29 13:23:00,Consideration,1022,8,194,0.49,-0.47,0.096,0.633,Mobile,9,3602.86,2.75,0,0.0,0.97,0.51,0.47,-1.0,0.55
C431,CMP11,Mobile,TP497,2024-05-06 14:50:00,Awareness,879,7,155,0.55,-0.22,0.557,0.907,Desktop,7,2400.17,5.19,0,0.0,0.7,0.72,0.38,-1.0,0.36
C342,CMP04,Web,TP498,2024-05-02 16:29:00,Retention,656,1,58,0.2,-0.51,0.067,0.389,Tablet,7,4970.69,6.49,1,499.3,0.11,0.8,0.55,84.27,0.17
C151,CMP02,Mobile,TP499,2024-06-07 15:13:00,Conversion,708,1,200,0.79,-0.51,0.014,0.631,Mobile,7,3694.56,6.88,1,498.24,0.39,0.87,0.16,12.55,0.27
C450,CMP16,Social,TP500,2024-03-12 11:28:00,Retention,806,7,128,0.36,0.15,0.89,0.244,Mobile,6,2637.77,7.42,1,82.97,0.29,0.52,0.97,14.09,0.52
C127,CMP18,Social,TP501,2024-04-12 16:39:00,Consideration,692,10,21,0.96,-0.06,0.49,0.048,Desktop,6,4043.06,8.73,1,145.92,0.71,0.94,0.84,67.73,0.26
C155,CMP08,In-Store,TP502,2024-04-18 20:56:00,Retention,297,0,21,0.99,0.33,0.543,0.586,Desktop,1,3553.54,4.23,1,169.34,0.49,0.63,0.11,61.91,0.78
C490,CMP03,Mobile,TP503,2024-05-26 19:10:00,Retention,145,6,72,0.92,0.91,0.28,0.048,Desktop,8,1294.5,7.21,1,469.97,0.62,0.15,0.95,68.6,0.13
C386,CMP09,Email,TP504,2024-04-26 01:09:00,Conversion,783,8,129,0.08,0.32,0.543,0.724,Tablet,6,2698.27,7.46,1,446.39,0.01,0.61,0.94,79.03,0.52
C474,CMP06,In-Store,TP505,2024-05-13 10:59:00,Conversion,1093,2,102,0.33,0.16,0.169,0.67,Desktop,4,2824.39,3.35,0,0.0,0.78,0.3,0.32,-1.0,0.5
C273,CMP10,Social,TP506,2024-05-09 03:23:00,Consideration,211,6,186,0.95,0.7,0.746,0.369,Tablet,3,2311.04,9.7,0,0.0,0.95,0.37,0.62,-1.0,0.14
C104,CMP10,Mobile,TP507,2024-05-15 10:54:00,Conversion,932,5,13,0.8,0.26,0.823,0.411,Desktop,7,978.04,8.72,1,445.67,0.67,0.81,0.11,47.49,0.99
C417,CMP13,In-Store,TP508,2024-03-23 12:36:00,Consideration,1172,6,73,0.91,-0.67,0.856,0.918,Tablet,4,1194.51,3.25,1,216.29,0.85,0.97,0.08,67.51,0.82
C393,CMP17,Mobile,TP509,2024-03-06 00:05:00,Consideration,975,6,6,0.57,-0.37,0.107,0.013,Desktop,5,1477.13,6.91,1,120.99,0.48,0.87,0.5,54.82,0.39
C299,CMP09,Social,TP510,2024-04-19 21:40:00,Awareness,287,9,112,0.48,0.47,0.558,0.563,Tablet,3,150.25,7.32,1,425.19,0.02,0.33,0.05,66.44,0.68
C246,CMP17,In-Store,TP511,2024-05-27 14:25:00,Awareness,538,0,186,0.11,0.48,0.809,0.923,Desktop,1,4593.03,4.6,0,0.0,0.99,0.45,0.87,-1.0,0.72
C176,CMP09,Social,TP512,2024-05-11 18:23:00,Awareness,121,2,17,0.84,0.97,0.128,0.914,Desktop,6,3461.87,8.71,0,0.0,0.06,0.98,0.93,-1.0,0.65
C039,CMP09,Web,TP513,2024-04-17 05:05:00,Retention,178,9,73,0.75,0.25,0.1,0.585,Mobile,1,3479.12,7.06,1,366.59,0.19,0.92,0.07,36.07,0.43
C477,CMP01,Social,TP514,2024-06-26 02:41:00,Awareness,146,0,12,0.06,0.8,0.817,0.381,Tablet,10,2904.42,6.75,0,0.0,0.05,0.98,0.05,-1.0,0.89
C170,CMP02,Mobile,TP515,2024-05-04 13:35:00,Conversion,487,4,86,0.21,-0.89,0.797,0.099,Mobile,6,3477.62,2.6,0,0.0,0.62,0.43,0.22,-1.0,0.77
C247,CMP16,Email,TP516,2024-04-27 11:37:00,Conversion,594,2,180,0.56,0.13,0.449,0.174,Tablet,6,4911.13,4.37,1,325.25,0.58,0.8,0.93,96.1,0.54
C026,CMP01,Social,TP517,2024-03-11 11:41:00,Awareness,843,0,122,0.68,0.84,0.11,0.68,Mobile,0,1987.29,4.62,0,0.0,0.21,0.87,0.77,-1.0,0.0
C355,CMP10,Email,TP518,2024-06-22 06:06:00,Retention,74,1,70,0.14,-0.43,0.516,0.017,Desktop,9,3591.38,7.47,1,494.25,0.96,0.04,0.68,53.47,0.22
C306,CMP18,Web,TP519,2024-03-11 03:51:00,Consideration,803,9,108,0.24,-0.69,0.395,0.883,Mobile,9,1861.69,6.37,1,344.29,0.91,0.27,0.78,82.42,0.51
C409,CMP08,In-Store,TP520,2024-03-31 00:12:00,Retention,263,4,52,0.19,-0.3,0.519,0.588,Desktop,2,4286.02,1.32,1,53.52,0.28,0.88,0.2,71.65,0.9
C408,CMP11,In-Store,TP521,2024-03-18 08:57:00,Retention,226,10,37,0.22,0.58,0.44,0.045,Tablet,2,4304.34,3.42,1,417.7,0.66,0.39,0.26,36.77,0.63
C013,CMP02,Email,TP522,2024-04-25 23:08:00,Consideration,54,2,117,0.92,-0.83,0.569,0.24,Desktop,10,4521.11,4.99,0,0.0,0.86,0.28,0.32,-1.0,0.42
C316,CMP08,In-Store,TP523,2024-03-31 22:40:00,Consideration,424,5,3,0.72,0.2,0.727,0.594,Mobile,5,126.77,7.5,1,184.72,0.36,0.27,0.61,16.57,0.05
C391,CMP08,Social,TP524,2024-03-10 01:37:00,Consideration,743,8,8,0.74,-0.73,0.775,0.036,Tablet,10,1561.14,7.56,1,348.52,0.25,0.38,0.61,15.39,0.6
C313,CMP17,Email,TP525,2024-03-15 02:42:00,Conversion,1089,5,138,0.79,-0.13,0.649,0.78,Mobile,2,756.23,5.16,0,0.0,0.26,0.24,0.21,-1.0,0.35
C036,CMP15,Mobile,TP526,2024-03-31 05:02:00,Consideration,252,1,47,0.36,0.93,0.199,0.92,Desktop,8,2324.53,1.61,1,472.52,0.82,0.0,0.44,49.56,0.54
C173,CMP17,Social,TP527,2024-04-25 10:14:00,Consideration,893,1,169,0.77,-0.61,0.397,0.961,Desktop,4,2527.7,3.28,0,0.0,0.46,0.17,0.69,-1.0,0.77
C020,CMP13,Social,TP528,2024-06-17 19:27:00,Retention,559,7,64,0.98,-0.93,0.071,0.734,Mobile,5,1353.93,2.92,0,0.0,0.72,0.88,0.31,-1.0,0.8
C321,CMP19,Social,TP529,2024-03-10 05:46:00,Retention,286,10,42,0.7,-0.15,0.452,0.857,Tablet,5,3644.89,7.92,1,110.43,0.65,0.08,0.08,53.58,0.86
C264,CMP05,Mobile,TP530,2024-04-26 17:49:00,Awareness,683,7,43,0.42,0.16,0.97,0.611,Mobile,7,1421.87,2.21,1,101.94,0.31,0.41,0.2,28.36,0.64
C494,CMP12,Web,TP531,2024-05-10 14:17:00,Retention,1189,5,125,0.72,-0.4,0.642,0.459,Desktop,9,4284.07,4.92,0,0.0,0.21,0.46,0.16,-1.0,0.91
C400,CMP01,In-Store,TP532,2024-05-21 19:40:00,Consideration,620,9,137,0.9,0.08,0.155,0.713,Tablet,10,970.53,6.87,0,0.0,0.13,0.78,0.63,-1.0,0.69
C142,CMP05,Email,TP533,2024-05-27 01:39:00,Conversion,473,6,14,0.13,0.91,0.269,0.224,Mobile,2,1899.45,9.67,1,98.17,0.02,0.25,0.07,64.6,0.78
C460,CMP08,Web,TP534,2024-05-23 01:42:00,Retention,447,0,91,0.27,-0.38,0.065,0.11,Desktop,8,3148.97,9.99,1,298.95,0.08,0.31,0.88,38.13,0.69
C371,CMP13,Email,TP535,2024-03-26 06:37:00,Retention,603,8,132,0.92,-0.38,0.182,0.762,Tablet,6,3066.14,9.55,1,172.56,0.26,0.01,0.08,74.65,0.87
C471,CMP08,In-Store,TP536,2024-06-02 09:04:00,Consideration,158,4,2,0.95,-0.03,0.488,0.958,Mobile,10,482.34,7.32,1,322.17,0.71,0.9,0.6,76.08,0.22
C143,CMP11,Mobile,TP537,2024-03-11 00:33:00,Retention,1040,8,115,0.48,0.03,0.345,0.577,Tablet,5,4246.67,7.59,1,372.93,0.15,0.69,0.93,87.47,0.76
C092,CMP01,Social,TP538,2024-06-28 00:18:00,Retention,370,1,1,0.37,-1.0,0.204,0.483,Desktop,10,3030.52,7.71,1,141.62,0.52,0.26,0.06,97.78,0.12
C354,CMP13,Social,TP539,2024-03-02 20:19:00,Consideration,839,7,75,0.28,0.23,0.147,0.534,Mobile,0,4362.31,8.69,1,335.41,0.25,0.89,0.38,21.77,0.09
C322,CMP19,Mobile,TP540,2024-04-30 22:20:00,Retention,1021,6,65,0.5,0.99,0.656,0.478,Mobile,3,4351.41,9.54,1,168.79,0.51,0.09,0.33,43.35,0.49
C288,CMP03,Web,TP541,2024-05-27 03:11:00,Conversion,129,10,174,0.93,-0.42,0.558,0.442,Desktop,4,2775.0,4.73,0,0.0,0.75,0.37,0.34,-1.0,0.3
C215,CMP17,Web,TP542,2024-03-22 19:17:00,Awareness,68,3,187,0.15,0.26,0.843,0.947,Desktop,1,4562.83,4.46,0,0.0,0.27,0.56,0.6,-1.0,0.56
C447,CMP05,Email,TP543,2024-03-01 00:23:00,Retention,292,2,125,0.42,-0.99,0.183,0.48,Desktop,0,4257.2,4.87,0,0.0,0.35,0.51,0.26,-1.0,0.68
C342,CMP08,Mobile,TP544,2024-03-14 03:04:00,Conversion,179,3,135,0.91,0.21,0.848,0.081,Mobile,1,4794.8,6.77,0,0.0,0.72,0.65,0.03,-1.0,0.23
C051,CMP14,Web,TP545,2024-05-14 23:59:00,Retention,719,3,66,0.35,-0.11,0.578,0.766,Desktop,7,4267.44,7.87,1,269.84,0.55,0.3,0.96,60.55,0.7
C153,CMP04,Mobile,TP546,2024-06-03 22:12:00,Awareness,842,9,143,0.77,0.06,0.266,0.392,Mobile,9,4123.9,8.77,1,457.4,0.09,0.76,0.75,38.72,1.0
C186,CMP11,In-Store,TP547,2024-05-19 23:12:00,Consideration,1173,9,72,0.39,0.09,0.274,0.711,Mobile,5,2399.87,4.83,1,430.75,0.76,0.41,0.14,51.98,0.76
C063,CMP15,Social,TP548,2024-03-24 21:25:00,Awareness,248,7,116,0.8,-0.65,0.39,0.58,Tablet,9,1138.95,3.95,0,0.0,0.28,0.13,0.46,-1.0,0.17
C190,CMP19,Social,TP549,2024-05-05 15:37:00,Retention,935,3,121,0.98,0.54,0.46,0.713,Desktop,1,4562.47,9.84,0,0.0,0.39,0.74,0.06,-1.0,0.63
C125,CMP07,Social,TP550,2024-06-18 00:48:00,Awareness,1176,4,47,0.39,0.11,0.083,0.062,Desktop,8,3640.49,2.7,1,91.53,0.25,0.91,0.03,34.07,0.01
C150,CMP19,Mobile,TP551,2024-05-14 18:34:00,Awareness,273,1,90,0.85,-0.46,0.842,0.034,Tablet,7,1480.56,2.61,0,0.0,0.54,0.36,0.05,-1.0,0.47
C314,CMP19,Mobile,TP552,2024-04-12 04:16:00,Consideration,915,3,40,0.99,0.87,0.122,0.379,Mobile,3,1770.88,7.3,1,240.61,0.71,0.59,0.76,32.31,0.53
C058,CMP11,Email,TP553,2024-04-27 21:38:00,Retention,616,6,42,0.98,-0.97,0.483,0.693,Mobile,10,3461.78,2.21,1,174.51,0.8,0.69,0.44,18.71,0.97
C342,CMP05,Social,TP554,2024-04-11 10:02:00,Awareness,547,2,179,0.43,0.45,0.383,0.224,Mobile,9,2441.3,4.29,0,0.0,0.92,0.83,0.84,-1.0,0.74
C305,CMP05,Email,TP555,2024-06-24 09:58:00,Awareness,1074,0,35,0.49,-0.24,0.512,0.433,Desktop,6,499.26,3.28,0,0.0,0.36,0.2,0.31,-1.0,0.71
C180,CMP08,Social,TP556,2024-06-14 13:11:00,Consideration,219,7,41,0.3,0.05,0.887,0.981,Mobile,2,793.09,2.1,1,51.6,0.93,0.57,0.78,36.12,0.53
